ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0373483449,Convenient Wife (And the Winner Is),Betty Neels,1997,Silhouette
0804109745,Amelia,Diana Palmer,1993,Ivy Books
0373250363,As Seen on TV,Sarah Mlynowski,2003,Red Dress Ink
037383568X,Buckhorn Brothers: Casey,Lori Foster,2002,Harlequin
0671746723,Dirk Gently's Holistic Detective Agency,Douglas Adams,1991,Pocket Books
0590437976,Little Women,Louisa May Alcott,1992,Scholastic
3596126894,MÃ?ÃÂ¤nner sind wie Schokolade.,Tina Grube,1995,"Fischer (Tb.), Frankfurt"
0440405483,Many Waters,Madeleine L'Engle,1987,Yearling Books
1929090307,Megatokyo Vol 1 Chapter Zero,Fred Gallagher,2003,I.C. Entertainment
0553801481,"Fool's Errand (The Tawny Man, Book 1)",Robin Hobb,2002,Bantam Books
0140431683,Heart of Darkness (English Library),Joseph Conrad,1984,Penguin USA
0345284267,Dragonflight 1,Anne Mccaffrey,1979,Ballantine Books
0345428595,"Agents of Chaos II: Jedi Eclipse (Star Wars: The New Jedi Order, Book 5)",JAMES LUCENO,2000,Del Rey
0679434968,A Son of the Circus,John Irving,1994,Random House Inc
1572970669,"Heirs of the Force (Star Wars: Young Jedi Knights, Book 1)",Kevin J. Anderson,1995,Berkley Publishing Group
0060393009,Foley Is Good: And the Real World Is Faker Than Wrestling,Mick Foley,2001,ReganBooks
0553572938,Star Wars: Children of the Jedi (Star Wars (Random House Paperback)),Barbara Hambly,1996,Bantam
0553579002,"Solo Command (Star Wars: X-Wing Series, Book 7)",Aaron Allston,1999,Bantam
0553568019,"Rogue Squadron (Star Wars: X-Wing Series, Book 1)",Michael A. Stackpole,1998,Bantam
0743259823,Party Monster : A Fabulous But True Tale of Murder in Clubland,James St. James,2003,Simon & Schuster
0765300176,Shadow Puppets (Ender),Orson Scott Card,2002,Tor Books
0385335180,Moon Women,Pamela Duncan,2001,Delacorte Press
006095647X,"Endangered Pleasures: In Defense of Naps, Bacon, Martinis, Profanity, and Other Indulgences",Barbara Holland,2000,Perennial
0849956242,Grace For The Moment,Max Lucado,2000,J Countryman Books
0880706317,The Ragamuffin Gospel,Brennan Manning,1990,Multnomah
0380794489,Lady Be Good (Avon Romance),Susan Elizabeth Phillips,2004,Avon
0380776847,"Heaven, Texas",Susan Elizabeth Phillips,1995,Avon
0684871009,The Cat Who Covered the World: The Adventures of Henrietta and Her Foreign Correspondent,Christopher S. Wren,2000,Simon & Schuster
0679443908,The Camera My Mother Gave Me,SUSANNA KAYSEN,2001,Knopf
0743223527,The Partly Cloudy Patriot,Sarah Vowell,2002,Simon & Schuster
0760701652,Emma,Jane Austen,0,Barnes Noble Books
0449149080,When Lightning Strikes,Kristin Hannah,1994,Ballantine Books
0767908481,The No-Spin Zone: Confrontations with the Powerful and Famous in America,Bill O'Reilly,2001,Broadway Books
0785274316,The 21 Irrefutable Laws of Leadership,John C. Maxwell,1998,Nelson Books
0060919655,one hundred years of solitude,Gabriel Garcia Marquez,1991,Harpercollins Publisher
0515122564,The Echo,Minette Walters,1998,Jove Books
1853260118,Tom Sawyer & Huckleberry Finn (Wordsworth Collection),Mark Twain,1998,NTC/Contemporary Publishing Company
0140156291,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverly Donofrio,2000,Penguin Books
0064406148,"Darkness Falls (X Files, No 2)",Les Martin,1995,HarperEntertainment
0967673747,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,2001,Windsor-Brooke Books
038081904X,Abandon Ship!,Richard F. Newcomb,2001,HarperTorch
0451521560,Animal Farm,George Orwell,1986,New Amer Library Classics (Mm)
0380817896,Claiming the Highlander (The MacAllisters),Kinley MacGregor,2002,Avon
0743477103,Macbeth,William Shakespeare,2003,Washington Square Press
0843949333,The Marriage Bed,Claudia Dain,2001,Leisure Books
037380203X,The Charmed Sphere,Catherine Asaro,2004,Luna
0515129968,Jezebel's Sister,Emily Carmichael,2001,Jove Books
0060520841,Bias : A CBS Insider Exposes How the Media Distort the News,Bernard Goldberg,2003,Perennial Currents
0425175545,The Best of Sisters in Crime,Marilyn Wallace,2000,Berkley Publishing Group
0312421818,The Book of Illusions: A Novel,Paul Auster,2003,Picador USA
0671739743,The Velvet Promise,Jude Deveraux,1991,Pocket
0671450344,HIGHLAND VELVET,Jude Deveraux,1982,Pocket
0425193039,Hunting Midnight (Berkley Sensation),Emma Holly,2003,Berkley Publishing Group
0515136190,Once upon a Midnight,Nora Roberts,2003,Jove Books
0441008313,Behind Time,Lynn Abbey,2001,Ace Books
0812512413,Camelot Caper,Elizabeth Peters,1988,Tor Books
0451181948,Midnight Is a Lonely Place,Barbara Erskine,1995,Signet Book
1551669315,The Third Wife,Jasmine Cresswell,2002,Mira
8440696833,La Playa (Spanish Language Version),Alex Garland,2000,Grupo Zeta
0451627954,Beowulf,Burton Raffel,1995,Mentor Books
0380015390,Satanic Bible,Anton Szandor Lavey,1976,Avon
0156453800,Invisible Cities (A Harvest/Hbj Book),Italo Calvino,1978,Harcourt
3442723078,Die Asche Meiner Mutter,Frank McCourt,1999,"Wilhelm Goldmann Verlag, GmbH"
0671786261,Iceberg (Dirk Pitt Adventures (Paperback)),Clive Cussler,2000,Simon Pulse
068485256X,The LAST TEMPTATION OF CHRIST,Nikos Kazantzakis,1998,Touchstone
0451452615,Bored of the Rings: A Parody of J.R.R. Tolkien's the Lord of the Rings,Harvard Lampoon Staff,1993,Roc
0679745068,"Et Tu, Babe (Vintage Contemporaries)",Mark Leyner,1993,Vintage Books USA
344272984X,Mein Name ist Luz.,Elsa Osorio,2002,Btb Bei Goldmann
3596144167,"Eureka Street, Belfast. (Ã?ÃÂ¼bs. von Christa Schuenke)",Robert McLiam Wilson,1999,"Fischer (Tb.), Frankfurt"
0804102902,Moviegoer,Walker Percy,1990,Ivy Books
3257231156,Auf dem Jakobsweg. Tagebuch einer Pilgerreise nach Santiago de Compostela.,Paulo Coelho,2000,Diogenes Verlag
190259357X,Addicted to War : Why the U.S. Can't Kick Militarism,Joel Andreas,2002,Consortium
0140019421,Jennie,Paul Gallico,1963,Penguin USA
0812969006,I Love Everybody (and Other Atrocious Lies) : True Tales of a Loudmouth Girl,LAURIE NOTARO,2004,Villard
002040400X,Unexplained Sniglets of the Universe,Rich Hall,1986,Simon & Schuster
0812580109,Saturn's Race,Larry Niven,2001,Tor Science Fiction
0767906314,Fraud: Essays,David Rakoff,2002,Broadway Books
0316925284,A Supposedly Fun Thing I'll Never Do Again : Essays and Arguments Tag: Author of Infinite Jest,David Foster Wallace,1998,Back Bay Books
0452267455,Baghdad Without a Map: And Other Misadventures in Arabia,Tony Horwitz,1992,Plume Books
0446530859,The Fifth Angel,Tim Green,2003,Warner Books
0316418374,Dairy Queen Days : A Novel,Robert Inman,1998,Back Bay Books
1579546463,"The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",Arthur Agatston,2003,Rodale Books
0140298517,The Basque History of the World,Mark Kurlansky,2001,Penguin Books
0763614211,Witch Child,Celia Rees,2001,Candlewick Press (MA)
0380872218,"Mercenary (Bio of a Space Tyrant, Vol 2)",Piers Anthony,1984,Harper Mass Market Paperbacks (Mm)
0142003808,Drop City,T. Coraghessan Boyle,2004,Penguin USA (Paper)
0553567675,Glory Season,David Brin,1996,Bantam Books
0375758984,What Should I Do with My Life? : The True Story of People Who Answered the Ultimate Question,Po Bronson,2003,Random House Trade Paperbacks
0006543545,The bookshop,Penelope Fitzgerald,1989,Flamingo
0061056898,Fortress in the Eye of Time,C. J. Cherryh,1996,Eos
0451526538,Adventures of Tom Sawyer (Signet Classic Series),Mark Twain,1997,Signet Book
0385510012,The Swallows of Kabul : A Novel,YASMINA KHADRA,2004,Nan A. Talese
0763623296,Dr. Ernest Drake's Dragonology: The Complete Book of Dragons,Ernest Drake,2003,Candlewick Press (MA)
0515116246,The Nightingale Legacy,Catherine Coulter,1995,Jove Books
0425192741,Tricky Business,Dave Barry,2003,Berkley Publishing Group
0312858787,"Gun, With Occasional Music",Jonathan Lethem,1995,Tor Books
006621288X,Love in the Asylum : A Novel,Lisa Carey,2004,William Morrow
0316069027,Rush Home Road : A Novel,Lori Lansens,2002,"Little, Brown"
0805054073,Timbuktu,Paul Auster,1999,Henry Holt & Company
0671890085,"To the Stars: The Autobiography of George Takei, Star Trek's Mr. Sulu",George Takei,1994,Pocket Books
0671319744,By Any Other Name,Spider Robinson,2001,Baen
0312951647,In the Presence of Enemies,William J. Coughlin,1994,St. Martin's Press
1561483516,That Dorky Homemade Look: Quilting Lessons from a Parallel Universe,Lisa Boyer,2002,Good Books
0446515043,The Gold Coast,Nelson Demille,1990,Warner Books Inc
0425098729,Morgans Passing,Anne Tyler,1986,Berkley Publishing Group
0684717972,Farewell to Arms,Ernest Hemingway,1929,Charles Scribner's Sons
0151010668,Codex,Lev Grossman,2004,Harcourt
0060263857,Charlotte's Web,E. B. White,1952,Harpercollins Juvenile Books
0312182953,253: The Print Remix,Geoff Ryman,1998,St. Martin's Press
0931432146,Living in the Light: A Guide to Personal and Planetary Transformation,Shakti Gawain,1985,New World Library
0375704833,"You're an Animal, Viskovitz! (Vintage International (Paperback))",Alessandro Boffa,2003,Vintage Books USA
1592865089,Saving the World in Your Spare Time,Laura Klotz,2003,Publishamerica
0688172962,Out of My Mind : The Discovery of Saunders-Vixen,Richard Bach,1999,William Morrow
0451211146,What a Girl Wants,Liz Maverick,2004,New American Library
0060959681,Dancing Wu Li Masters : An Overview of the New Physics (Perennial Classics),Gary Zukav,2001,Perennial
0688179088,Do Fish Drink Water? : Puzzling and Improbable Questions and Answers,Bill McLain,2000,HarperResource
0060931280,Bingo Queens of Paradise : A Novel,June Park,2000,Perennial
0399137378,Timequake,Kurt Vonnegut,1997,G. P. Putnam's Sons
0060534214,Mr. Timothy,Louis Bayard,2003,HarperCollins
0670892424,After Life,Rhian Ellis,2000,Viking Books
0553012606,Still life with Woodpecker,Tom Robbins,1980,Bantam Books
0385505914,Train: A Novel,PETE DEXTER,2003,Doubleday
074342851X,Number 6 Fumbles,Rachel Solar-Tuttle,2002,MTV
0874777984,The Self-Aware Universe: How Consciousness Creates the Material World,Maggie Goswami,1995,Jeremy P. Tarcher
0679751114,Hotel Pastis : A Novel of Provence,PETER MAYLE,1994,Vintage
0807070831,Ruined by Reading: A Life in Books,Lynne Sharon Schwartz,1997,Beacon Press
0060916087,Tao Te Ching: A New English Version,Stephen Mitchell,1991,Perennial
0060958324,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,Robert M. Pirsig,2000,Perennial
0933944047,Fup,Jim Dodge,1987,City Miner Books
0747250618,The Last Templar,Michael Jecks,1995,Trafalgar Square Publishing
0684852683,Dreams Of My Russian Summers: A Novel,Andrei Makine,1998,Touchstone Books
140003339X,McSweeney's Mammoth Treasury of Thrilling Tales (Vintage Contemporaries Original),Michael Chabon,2003,Vintage Books USA
0345320166,Miami Blues,CHARLES WILLEFORD,1985,Ballantine Books
0375701524,The Hundred Secret Senses,Amy Tan,1998,Vintage Books USA
0140430423,Hard Times for These Times (English Library),Charles Dickens,1985,Penguin Putnam~mass
0743437993,South of Reason : A Novel,Cindy Eppes,2002,Atria
0060557818,Neverwhere : A Novel,Neil Gaiman,2003,Perennial
0451171810,The Dark Half,Stephen King,1994,Signet
0871139006,The Mammoth Cheese: A Novel,Sheri Holman,2003,Atlantic Monthly Press
0156013908,The Honey Thief,Elizabeth Graver,2000,Harvest Books
0743446526,Fear Itself : A Novel,Jonathan Nasaw,2003,Pocket Star
0515129038,Top Ten,Ryne Douglas Pearson,2000,Jove Books
006001315X,"Monstrous Regiment (Pratchett, Terry)",Terry Pratchett,2003,HarperCollins
0345457684,Altered Carbon,RICHARD MORGAN,2003,Del Rey
0552999067,NYMPHOMATION,Jeff Noon,2000,"Black Swan Books, Limited"
0452283485,"Bitten (Women of the Otherworld, Book 1)",Kelley Armstrong,2002,Plume Books
0586049762,SEA THE SEA,Iris Murdoch,1979,HarperCollins Publishers
0385037872,Roots,Alex Haley,1976,Doubleday Books
1582341303,Tulip,Anna Pavord,2001,Bloomsbury Publishing PLC
0140291806,Home Truths: A Novella,David Lodge,2000,Penguin Books
0452284708,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,2003,Plume Books
0553579916,The Last King of Texas,RICK RIORDAN,2001,Bantam
0151009716,Changing Planes: Stories,Ursula K. Le Guin,2003,Harcourt
0425194523,Raise the Titanic (Dirk Pitt Adventures (Paperback)),Clive Cussler,2004,Berkley Publishing Group
006447268X,"The Chronicles of Chrestomanci, Volume 1: Charmed Life / The Lives of Christopher Chant",Diana Wynne Jones,2001,HarperTrophy
088038266X,"War of the Twins (DragonLance Legends, Vol 2)",Margaret Weis,1986,TSR
0880389117,Flint the King (Dragonlance: Preludes),Mary Kirchoff,1990,Wizards of the Coast
0880389095,"Riverwind the Plainsman (Dragonlance: Preludes, Volume 4)",Paul B. Thompson,1990,Wizards of the Coast
0871139030,Uniform Justice: A Commissario Guido Brunetti Mystery,Donna Leon,2003,Atlantic Monthly Press
0884042820,"The Invaders Plan (Mission Earth Series, Vol 1)",L. Ron Hubbard,1990,Bridge Publications
0425150429,Time Without End,Linda Lael Miller,1995,Berkley Publishing Group
0743418220,Blue Gold : A Novel from the NUMA Files (NUMA Files (Paperback)),Clive Cussler,2001,Pocket
0380613255,The Fate of the Earth,Jonathan Schell,1988,Harper Mass Market Paperbacks (Mm)
0345428064,Remote Control,Andy McNab,2000,Ballantine Books
1582342849,Sixpence House: Lost in a Town of Books,Paul Collins,2003,Bloomsbury Publishing PLC
0812519116,Enders Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,St Martins Press
0399149864,Pattern Recognition,William Gibson,2003,G. P. Putnam's Sons
0515117153,Candlenight,Phil Rickman,1995,Jove Books
0375412115,Our Lady of the Forest,DAVID GUTERSON,2003,Knopf
0316912123,"All I Want Is Everything (Gossip Girl, 3)",Cecily von Ziegesar,2003,"Little, Brown"
0972393617,Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters,2003,Wizarding World Press
0312980191,Naked Came the Phoenix,Marcia Talley,2002,St. Martin's Minotaur
1400060494,The Winter Queen : A Novel,BORIS AKUNIN,2003,Random House
0060088877,The Bridge of San Luis Rey (Perennial Classics),Thornton Wilder,2003,Perennial Classics
0553803328,Villa Incognito,TOM ROBBINS,2003,Bantam
006000942X,How to Read Literature Like a Professor : A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,2003,Perennial Currents
0345417186,Queen's Man (Ballantine Reader's Circle),SHARON KAY PENMAN,1998,Ballantine Books
0330247654,I Heard the Owl Call My Name,Margaret Craven,1976,Pan Books
0446528404,The Fall of Light,Niall Williams,2002,Warner Books
0670035661,Catalyst,Laurie Halse Anderson,2002,Viking Children's Books
0743243498,The Lamplighter: A Novel,Anthony O'Neill,2003,Scribner
0446531030,The Miracles of Santo Fico,D. L. Smith,2003,Warner Books
0812590988,Aztec Blood (Aztec),Gary Jennings,2002,Tor Books
1841491101,Falling Sideways,Tom Holt,2002,Orbit Book Co.
0439282462,Daydreams and Doodles Journal,Laura Dower,2001,Tangerine Press
031225346X,The Prometheus Deception,Robert Ludlum,2000,St Martins Pr
0375410627,Ava's Man,Rick Bragg,2001,Alfred A. Knopf
0446613061,A Thousand Country Roads,Robert James Waller,2003,Warner Books
034538072X,Six Wives of Henry VIII,Alison Weir,1993,Ballantine Books
0060166932,Lost Boys,Orson Scott Card,1992,Harpercollins
0515127132,8.4,Peter Hernon,1999,Jove Books
0375758518,Tepper Isn't Going Out: A Novel,Calvin Trillin,2003,Random House Trade
0156011433,Snow Mountain Passage,James D. Houston,2002,Harvest Books
0060959355,More Than You Know: A Novel,Beth Gutcheon,2001,Perennial
0670887579,A Star Called Henry,Roddy Doyle,1999,Viking Books
0140445560,The Odyssey (Penguin Classics),Homer,1992,Penguin Books
0553078755,Ishmael,Daniel Quinn,1997,Bantam
0345452771,The Yokota Officers Club (Ballantine Reader's Circle),Sarah Bird,2002,Ballantine Books
0374199892,Music & Silence,Rose Tremain,2000,Farrar Straus Giroux
0895776839,Selections From Household Hints and Handy,Readers Digest,1994,Penguin Putnam~childrens Hc
3518372742,Jakob Der Luegner,Becker,0,Distribooks Int'l+inc
0679772669,In the Skin of a Lion: A Novel,Michael Ondaatje,1997,Vintage Books USA
006440823X,Bloomability,Sharon Creech,1999,HarperTrophy
0393091465,"Adventures of Huckleberry Finn: An Authoritative Text, Backgrounds and Sources, Criticism (A Norton Critical Edition)",Mark Twain,1977,W W Norton & Co
0140390103,Roughing It (The Penguin American Library),Mark Twain,1981,Penguin Books
0743406885,The Case of the Lost Song (Nancy Drew),Carolyn Keene,2001,Aladdin
0151907366,To the Lighthouse,Virginia Woolf,1981,Harcourt
0140170987,Changing Places: A Tale of Two Campuses,David Lodge,1995,Penguin Books
0767903811,I'm a Stranger Here Myself : Notes on Returning to America After Twenty Years Away,Bill Bryson,1999,Broadway Books
0020633505,The New Age Herbalist: How to Use Herbs for Healing Nutrition Body Care and Relaxation,Richard Mbey,1988,Simon & Schuster
0061059072,The Last Continent (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch
0300046014,Long Day's Journey into Night,Eugene O'Neill,1989,Yale Univ Pr
0394545370,Oldest Living Confederate Widow Tells All,Allan Gurganus,1989,Random House Inc
0140187464,The Moon Is Down (Twentieth-Century Classics),John Steinbeck,1995,Penguin Books
0375700889,The House of Sleep (Vintage Contemporaries (Paperback)),Jonathan Coe,1999,Vintage Books USA
0140124454,The Penguin Book of Vampire Stories,Alan Ryan,1990,Penguin Books
0316848670,One Fine Day In the Middle of the Night,Christoph Brookmyre,0,Little Brown Uk
0375410287,Driving Over Lemons: An Optimist in Andalucia,Chris Stewart,2000,Random House Inc
0590414291,The Magic School Bus Lost in the Solar System (Magic School Bus (Paperback)),Joanna Cole,1992,Scholastic
0375706852,My Name Is Red,Orhan Pamuk,2002,Vintage Books USA
0590485881,Hiccups for Elephant (Hello Reader! Level 2 (Paperback)),James Preller,1995,Scholastic
0395401461,Miss Nelson Is Missing!,Harry G. Allard,1985,Houghton Mifflin
0864425295,"Brief Encounters: stories of love, sex & travel",Michelle De Kretser,1998,Lonely Planet Publications
0140421998,Leaves of Grass (Penguin Classics),Walt Whitman,1986,Penguin Books
0670891568,Fiona Range,Mary McGarry Morris,2000,Viking Books
0486280500,A Portrait of the Artist As a Young Man (Dover Thrift Editions),James Joyce,1994,Dover Publications
