ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0449200906,Way of the Bull,Leo Buscaglia,1983,Ballantine Books
0312963912,Splendor,Brenda Joyce,1997,St. Martin's Paperbacks
0061083089,The Trouble with Angels,Debbie Macomber,1994,Avon
0440235715,2000 Kisses,Christina Skye,1999,Island
0812575407,"Mistress of the Catacombs (Lord of the Isles, Book 4)",David Drake,2002,Tor Fantasy
0912186933,The Backyard Naturalist,Craig Tufts,1988,Natl Wildlife Federation
0452265053,Composing a Life,Mary Catherine Bateson,1990,Plume Books
0141185066,The Grapes of Wrath (Penguin Modern Classics),John Steinbeck,2000,Penguin Books Ltd
0446517259,Silent Son,Gallatin Warfield,1994,Warner Books Inc
1585673080,Billy,Pamela Stephenson,2002,Overlook Press
0446401463,Flight of a Witch,Ellis Peters,1992,Warner Books
006105609X,The Eye of the Heron,Ursula K. Le Guin,1991,HarperPrism
0451522850,O Pioneers (Signet Classic),Willa Cather,1989,Signet Classics
0061094471,The Distinguished Guest,Sue Miller,1996,Harper Mass Market Paperbacks (Mm)
0425120058,Wait for What Will Come,Barbara Michaels,1995,Berkley Publishing Group
080411286X,Lieberman's Day,Stuart M. Kaminsky,1994,Fawcett Books
0740719890,The Incredible Truth About Motherhood,Bradley Trevor Greive,2003,Andrews McMeel Publishing
0312069146,Bread Machine Magic: 139 Exciting New Recipes Created Especially for Use in All Types of Bread Machines,Linda Rehberg,1992,St. Martin's Press
0571191967,Hot Poppies (An Artie Cohen Thriller),Reggie Nadelson,1997,Faber and Faber Ltd
207040370X,La FÃ?ÃÂ©e Carabine,Daniel Pennac,1997,Gallimard
0425187365,The Graveyard Shift,Jack Higgins,2002,Berkley Publishing Group
0440204488,At Death's Door,Robert Barnard,1989,Dell Publishing Company
0140244883,Restoration: A Novel of Seventeenth-Century England,Rose Tremain,1994,Penguin Books
0671026798,False Accusations,Alan Jacobson,2000,Pocket
0802138489,How the Dead Live,Will Self,2001,Grove Press
0156027402,Oxygen,Andrew Miller,2003,Harvest Books
0552145440,"Family Life: Birth, Death and the Whole Damn Thing (Corgi Book)",Elizabeth Luard,2000,Corgi Books
0679444653,One Hundred Years of Solitude (Everyman's Library (Cloth)),Gabriel Garcia Marquez,1995,Everyman's Library
0449209458,Someday the Rabbi Will Leave,Harry Kemelman,1996,Fawcett Books
0877285160,Book of Lies,Aleister Crowley,1986,Weiser Books
0285634119,Warning: When I Am an Old Woman I Shall Wear Purple,Jenny Joseph,2001,Souvenir Press
0451402561,Gallowglass,Barbara Vine,1992,New Amer Library
0312974205,Dead Souls (St. Martin's Minotaur Mysteries),Ian Rankin,2000,St. Martin's Press
0393966356,Ethan Frome: Authoritative Text Backgrounds and Contexts Criticism (Norton Critical Editions),Edith Wharton,1995,W. W. Norton & Company
0399142398,The President's Daughter,Jack Higgins,1997,Putnam Publishing Group
0345366204,Masquerade,William X. Kienzle,1991,Fawcett Books
0312273231,Moth Smoke : A Novel,Mohsin Hamid,2001,Picador
0446675172,Like a Hole in the Head,Jen Banbury,1999,Mysterious Press
1853264857,The Prophet,Kahlil Gibran,1997,NTC/Contemporary Publishing Company
8845241599,Garzanti - Gli Elefanti: Veronika Decide Di Morire,P Coelho,0,Fabbri - RCS Libri
0553256459,"Alone in the Crowd (Sweet Valley High, No 28)",Francine Pascal,1986,Bantam Books
0448095173,"The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories, No 17)",Carolyn Keene,1978,Grosset & Dunlap
2203001194,Tintin Au Tibet (Tintin),Herge,1977,Casterman Editions
1561731412,My Little Book About Mrs. Tiggy-Winkle,Beatrix Potter,1991,Leap Frog
044018066X,SO MANY PARTINGS,CATHY CASH SPELLMAN,1984,Dell
067165876X,Gimme a Kiss,Christopher Pike,1988,Pocket Books
0521010683,The Skeptical Environmentalist: Measuring the Real State of the World,Bjorn Lomborg,2001,Cambridge University Press
0525447083,Piglet Meets a Heffalump,A A Milne,0,Penguin Putnam~childrens Hc
0590401807,Sisth Grade Can Really Kill You,Barth DeClements,1986,Scholastic
0590453858,Hit and Run,R. L. Stine,1992,Scholastic
0689814763,Stalker (danger.com),Jordan Cray,1998,Simon Pulse
0140187448,The Log from the Sea of Cortez (Penguin Great Books of the 20th Century),John Steinbeck,1995,Penguin Books
3404134532,Die Hand an der Wiege.,Wolfgang Hohlbein,1992,LÃ?ÃÂ¼bbe
0590417827,"Karen's Kittycat Club (Baby-Sitters Little Sister, 4)",Ann M. Martin,1989,Scholastic Paperbacks
0688169724,The Last Manly Man : A Robin Hudson Mystery (Robin Hudson Mysteries (Paperback)),Sparkle Hayter,1999,Perennial
0821763792,Never Say Never,Joan Hohl,1999,Zebra Books
0553446398,"Hidden Treasure (Loveswept, No 879)",Cheryln Biggs,1998,Loveswept
0679752471,A River Sutra,GITA MEHTA,1994,Vintage
0152171517,The Children of Green Knowe,L. M. Boston,1989,Harcourt
0156705427,"Over sea, under stone (A Voyager/HBJ book)",Susan Cooper,1979,Harcourt Brace Jovanovich
0452279852,Leap Year: A Novel,Peter Cameron,1998,Plume Books
3404203682,PlÃ?ÃÂ¶tzlich war da wilder Zauber.,Diana Wynne Jones,1999,LÃ?ÃÂ¼bbe
0451529308,Little Women,Louisa May Alcott,2004,Signet Classics
0446387207,Woman in the Mist,Farley Mowatt,1988,Warner Books
0140258582,Coffey's Hands (Green Mile S.),Stephen King,1996,Penguin Books Ltd
0140258612,Coffey on the Mile (Green Mile S.),Stephen King,1996,Penguin Books Ltd
039914627X,Honest Illusions/Private Scandals/Hidden Riches: Three Complete Novels,Nora Roberts,2000,Putnam Publishing Group
0811835995,The Worst-Case Scenario Survival Handbook: Holidays,Joshua Piven,2002,Chronicle Books
0380860333,Deceive Not My Heart,Shirlee Busbee,1984,Harper Mass Market Paperbacks (Mm)
0140086994,The Good Apprentice,Iris Murdoch,1986,Penguin Books
0316926051,A Handful of Dust,Evelyn Waugh,1999,Back Bay Books
0786708964,Beasts,Joyce Carol Oates,2002,Carroll & Graf Publishers
0912500123,Mothering Your Nursing Toddler,Norma J. Bumgarner,1982,LA Leche League Intl
8420430714,Todos Los Nombres (Alfaguara),Jose Saramago,1999,"Alfaguara Ediciones, S.A. (Spain)"
0385320159,My Mother/My Self : The Daughter's Search for Identity,NANCY FRIDAY,1997,Delta
0446528072,"The Battle of Evernight (The Bitterbynde, Book 3)",Cecilia Dart-Thornton,2003,Aspect
1582341958,Mangoes and Quince,Carol Field,2002,Bloomsbury Publishing (NY)
342310578X,Der Baron Auf Den Baeumen,Italo Calvino,0,Deutscher Taschenbuch Verlag
0670910619,Matthew Flinders' Cat,Bryce Courtenay,0,Penguin Books Australia Ltd
0671881612,Isabel'S Bed,Elinor Lipman,1996,Pocket
0425175472,Cat Among the Pigeons (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2004,Berkley Publishing Group
0671866397,Warriors Don't Cry : Searing Memoir of Battle to Integrate Little Rock,Melba Patillo Beals,1995,Washington Square Press
0553273213,"Goodbye, Mr. Chips",James Hilton,1983,Bantam
0553280287,The Effect of Gamma Rays on Man-In-The-Moon Marigolds,PAUL ZINDEL,1984,Bantam
0446605417,Man of the Hour,Peter Blauner,2000,Warner Books
0380702754,Alex Haley's Queen: The Story of an American Family,Alex Haley,1994,Harper Mass Market Paperbacks (Mm)
0671722719,Julius Caesar,William Shakespeare,1992,Washington Square Press
031226481X,We Love Harry Potter!,Sharon Moore,1999,St. Martin's Press
0425119661,Sisters in Crime 2 (Sisters in Crime),Marilyn Wallace,1990,Berkley Publishing Group
0452264715,Kaffir Boy: The True Story of a Black Youth's Coming of Age in Apartheid South Africa,Mark Mathabane,1995,Plume Books
0802135234,"Picasso at the Lapin Agile and Other Plays : Picasso at the LapinAgile, the Zig-Zag Woman, Patter for a Floating Lady, WASP",Steve Martin,1997,Grove Press
0689817517,The Wonderful Wizard of Oz: A Commemorative Pop-up,L. Frank Baum,2001,Little Simon
039471833X,Tao Te Ching,Lao Tzu,1972,Vintage Books USA
1555832687,"B-Boy Blues: A Seriously Sexy, Fiercely Funny, Black-On-Black Love Story (B-Boy Blues (Paperback))",James Earl Hardy,1994,Alyson Publications
0743204441,"The Surrendered Wife : A Practical Guide to Finding Intimacy, Passion, and Peace with Your Man",Laura Doyle,2001,Fireside
0446394777,College Dorm Workout,Joyce L. Vedral,1994,Warner Books
0812523369,Pride and Prejudice,Jane Austen,1994,Tor Books
0812503198,Cyberbooks,Ben Bova,1989,Tor Books (Mm)
0671034944,Soul Survivor,Christopher Golden,1999,Simon Pulse
044022599X,I Know You Really Love Me: A Psychiatrist's Account of Stalking and Obsessive Love,Doreen Orion,1998,Dell Publishing Company
0374400164,Abel's Island,William Steig,1985,"Farrar, Straus and Giroux (BYR)"
0373037635,"A Paper Marriage   High Society Brides (Harlequin Romance, 3763)",Jessica Steele,2003,Harlequin
3442422035,Keiner werfe den ersten Stein. Roman.,Elizabeth George,1993,Goldmann
3257201184,Farm der Tiere: Ein MÃ?ÃÂ¤rchen.,George Orwell,2002,Diogenes Verlag
3423125179,Der Liebesbrief.,Cathleen Schine,1998,Dtv
3499223155,Die Frau und der Affe.,Peter Hoeg,1999,Rowohlt Tb.
3442440904,Neandertal. Tal des Lebens.,John Darnton,1998,Goldmann
3596154170,Leben bis MÃ?ÃÂ¤nner.,Thomas Brussig,2001,"Fischer (Tb.), Frankfurt"
3550075359,Warum MÃ?ÃÂ¤nner lÃ?ÃÂ¼gen und Frauen immer Schuhe kaufen.,Allan Pease,2002,Ullstein Buchverlage GmbH & Co. KG / Ullstein Tas
0439116759,It's Heaven to Be Seven,Roald Dahl,2000,Scholastic
0451404874,The Forbidden Zone,Whitley Strieber,1994,Onyx Books
0812555473,In Legend Born (Sileria),Laura Resnick,2000,Tor Fantasy
0778320219,Hot & Bothered (Mira),Susan Andersen,2004,Mira
0395354390,"The Book of Lost Tales, Part 1 (The History of Middle-Earth, Volume 1)",J. R. R. Tolkien,1984,Houghton Mifflin
0515133728,The Fling,Elda Minger,2002,Jove Books
1575666065,Fascinated,Bertrice Small,2000,BRAVA
055338001X,I Know Why the Caged Bird Sings,MAYA ANGELOU,1997,Bantam
0743486293,The Seductive Impostor,Janet Chapman,2004,Pocket
0312984596,Absolute Pleasure,Cheryl Holt,2003,St. Martin's Paperbacks
039913414X,The Edge,Dick Francis,1989,Putnam Pub Group
0743457447,Hard Lovin' Man,Lorraine Heath,2003,Pocket Star
0758204531,Standing in the Shadows,Shannon McKenna,2003,BRAVA
374661922X,Der Sterne TennisbÃ?ÃÂ¤lle.,Stephen Fry,2003,Aufbau Tb
3426614782,Mein langer Lauf zu mir selbst.,Joschka Fischer,2001,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co."
0312979681,Hot And Bothered : Four Steamy Tales of Love and Seductionthat Will Leave You...,Lori Foster,2001,St. Martin's Paperbacks
0451411366,The Love of a Stranger,Anna Jeffrey,2004,Onyx Books
3552048383,Berg der verschwundenen Kinder.,Marya Montero,1997,Zsolnay
3451281155,Wer weint schon um Abdul und Tanaya? Die IrrtÃ?ÃÂ¼mer des Kreuzzugs gegen den Terror.,JÃ?ÃÂ¼rgen TodenhÃ?ÃÂ¶fer,2003,"Herder, Freiburg"
1551668572,Only Forever,Linda Lael Miller,2001,Mira
0671787918,Shadowland,Jenny Carroll,2000,Simon Pulse
0758205937,Bad Boys Online,Erin McCarthy,2003,BRAVA
0758204434,Almost a Gentleman,Pam Rosenthal,2003,BRAVA
0679872760,"Night Of The Full Moon (Stepping Stone,  paper)",GLORIA WHELAN,1996,Random House Books for Young Readers
0373451636,"Love By Proxy (Men: Made In America) (Men Made in America, No 13)",Diana Palmer,1994,Silhouette
0590554107,Daja's Book (Circle of Magic),Tamora Pierce,2000,Scholastic
0440228506,Time Enough for Drums,Ann Rinaldi,2000,Laurel-Leaf Books
0804119805,The Prince of Pleasure,Nicole Jordan,2003,Ivy Books
0758204450,The Bookseller's Daughter,Pam Rosenthal,2004,BRAVA
0451166841,"Lisa, Bright and Dark",John Neufeld,1995,Signet Book
0671799371,SHADES OF TWILIGHT,Linda Howard,1996,Pocket
0380808331,The Marriage Contract,Cathy Maxwell,2001,Avon
0373092644,Midnight Sun #2 (Silhouette Special Edition),Lisa Jackson,1985,Silhouette
0671027425,The Water Nymph,Michele Jaffe,2001,Pocket Star
0380654903,52 Pick-Up,Elmore Leonard,1995,Harper Mass Market Paperbacks (Mm)
0812543971,The Fallon Blood,Robert Jordan,1996,Tor Books (Mm)
0886778123,"The Shadow Matrix: A Novel of Darkover (Daw Book Collectors, No. 1065)",Marion Zimmer Bradley,1999,Daw Books
193213381X,Pandemic: A Novel,J. A. Lourenco,2003,Writers' Collective
1932700005,The Matrix Comics,Andy Wachowski,2003,Angel Gate
0671024442,"I, Q (Star Trek: The Next Generation)",John De Lancie,2000,Star Trek
1572970251,"The Shadow Academy (Star Wars: Young Jedi Knights, Book 2)",Kevin J. Anderson,1996,Berkley Publishing Group
0553574140,The New Rebellion (Star Wars (Random House Paperback)),Kristine Kathryn Rusch,1997,Bantam
0553574183,"Starfighters of Adumar (Star Wars: X-Wing, Book 9)",Aaron Allston,1999,Spectra Books
0786014091,Savage,Robert Scott,2002,Pinnacle Books
0743214552,Mall,Eric Bogosian,2001,Simon & Schuster
0880297697,100 Malicious Little Mysteries,Isaac Asimov,1993,Marboro Books
1400031311,The O. Henry Prize Stories 2003 (Prize Stories (O Henry Awards)),LAURA FURMAN,2003,Anchor
0060164190,Holy Terror: Andy Warhol Close Up,Bob Colacello,1990,HarperCollins Publishers
0773755160,Basic Black: The Wit and Whimsy of Arthur Black,Arthur Black,1998,Stoddart
0743218779,Romancing the Ordinary,Sarah Ban Breathnach,2002,Scribner
0894807633,Sara Midda's South of France: A Sketch Book (Workman Undated Diaries/Advent Calendars),Sara Midda,1990,Workman Publishing
0552143014,Enough to Make a Cat Laugh,Deric Longden,1997,Transworld Publishers Limited
1592400361,The Lucky Shopping Manual: Building and Improving Your Wardrode Piece by Piece,Kim France,2003,Gotham
0671551663,TEETH,Hugh Gallagher,1998,Atria
0201000822,Transitions: Making Sense of Life's Changes,William Bridges,1980,Perseus Books Group
0451525337,The Song of the Lark (Signet Classic),Willa Cather,2000,Signet Classics
0312978871,Shadows of Evil,Carlton Smith,2001,St. Martin's Paperbacks
0451405471,Blood Brothers: The Inside Story of the Menendez Murders (Onyx True Crime ; Je 547),Ron Soble,1994,Onyx Books
9700508927,El tercer gemelo,Ken Follett,2000,Downtown Book Center Inc
0394569873,Picturing Will,Ann Beattie,1990,Random House Inc
8483100738,Atlas De Geografia Humana (Coleccion Andanzas),Almudena Grandes,2002,Tusquets Spanish
0380820536,All My Desire (Avon Romance),Margaret Moore,2002,Avon
0060560797,Wanted: One Perfect Man (Starlight Trilogy (Avon)),Judi McCoy,2004,Avon
0505524864,Spellbound,Kathleen Nance,2003,Love Spell
1593150008,"Pessimisms: Famous (and not so famous) Observations, Quotations, Thoughts, and Ruminations on What to Expect When You're Expecting the Worst",Eric Marcus,2003,CDs Books
0821768166,Glass Houses,Stella Cameron,2001,Zebra Books
0452278988,Love Warps the Mind a Little,John Dufresne,1998,Plume Books
0446612677,"Secret Clan, The: Reiver's Bride (Secret Clan)",Amanda Scott,2003,Warner Forever
0380817918,Taming the Scotsman (The MacAllisters),Kinley MacGregor,2003,Avon
0451458281,The Forbidden Land (Witches of Eileanan),Kate Forsyth,2001,Roc
1551664623,Adventurer,Jayne Ann Krentz,1998,Mira
0373441746,A Baby...Maybe -- How To Hunt a Husband,Bonnie Tucker,2003,Harlequin
084394000X,Love's Legacy (Leisure Super Special January 1996),Madeline Baker,1996,Leisure Books
0373512449,Timetwist: By Love Possessed,Vivian Knight Jenkins,2003,Silhouette
0758204302,Besieged,Beatrice Small,2003,Kensington Publishing Corporation
0060213574,Crazy Lady!,Jane Leslie Conly,1993,Harpercollins Childrens Books
0140351310,Jane Eyre (Puffin Classics),Charlotte Bronte,1991,Penguin USA
9053330283,De wetten: Roman,Connie Palmen,1991,Prometheus
0060609575,"That's Funny, You Don't Look Buddhist: On Being a Faithful Jew and a Passionate Buddhist",Sylvia Boorstein,1996,Harpercollins
0679783229,The Essential Writings of Ralph Waldo Emerson (Modern Library Paperback Classics),RALPH WALDO EMERSON,2000,Modern Library
1576736288,Ain't No River,Sharon Ewell Foster,2000,Multnomah
0061056588,12 Monkeys: A Novel,Elizabeth Hand,1995,Harper Mass Market Paperbacks (Mm)
1585742082,"101 Survival Secrets: How to Make $1,000,000, Lose 100 Pounds, and Just Plain Live Happily",Rich Hatch,2000,The Lyons Press
1582340242,The House of Whacks,Matthew Branton,1999,Bloomsbury USA
0439309107,Quiltmaker's Gift,Jeff Brumbeau,2001,Scholastic
0590485733,Dog to the Rescue II: Seventeen More True Tales of Dog Heroism (Dog to the Rescue),Jeannette Sanderson,1995,Scholastic
0671021214,"EIGHT SPELLS A WEEK: SABRINA, THE TEENAGE WITCH #17: SUPER EDITION",Var Ious,1998,Simon Spotlight Entertainment
0595223141,Heroes from the Attic,Herman I. Neuman,2002,Writers Club Press
0140434747,The Tenant of Wildfell Hall (Penguin Classics),Anne Bronte,1996,Penguin Books
0375700730,"The Island of the Colorblind and Cycad Island: And, Cycad Island",Oliver W. Sacks,1997,Vintage Books USA
0060522275,Elegance,Kathleen Tessaro,2004,Avon Trade
3423123540,DreiunddreiÃ?Ã?ig ( 33) Augenblicke des GlÃ?ÃÂ¼cks.,Ingo Schulze,1998,Dtv
0931948665,Elvis Is Dead and I Don't Feel So Good Myself,Lewis Grizzard,1984,Peachtree Publishers
0006512062,Trials of Tiffany Trott,Isabel Wolff,1998,Harper Collins Publishers
0142001848,The Escher Twist: A Homer Kelly Mystery,Jane Langton,2003,Penguin Books
0671028200,Millennium Madness,Nancy Holder,2000,Simon Spotlight Entertainment
0843177047,The Dragon Hunter's Handbook: A Field Guide to the Paranormal,Lori Summer,2001,Pss!/Price Stern Sloan
0060932090,"If the Gods Had Meant Us to Vote, They'd Have Given Us Candidates",Jim Hightower,2001,Perennial
068814862X,Next of Kin: What Chimpanzees Have Taught Me About Who We Are,Roger Fouts,1997,Harpercollins
0553293419,The Currents of Space (The Empire Novels),Isaac Asimov,1994,Bantam Books
0553575171,Planet of Twilight (Star Wars (Random House Paperback)),Barbara Hambly,1998,Spectra Books
1401301193,Gotham Diaries: A Novel,Tonya Lewis Lee,2004,Hyperion
